Name,NCBI Tax ID,JGI ID,Version,Publication,
Rigidoporus microporus ED310,219653,Rigmic1,v1.0,,https://genome.jgi.doe.gov/portal/Rigmic1/download/Rigmic1_GeneCatalog_proteins_20170307.aa.fasta.gz
Roridomyces roridus 9284,1738132,Rorror1,v1.0,,https://genome.jgi.doe.gov/portal/Rorror1/download/Rorror1_GeneCatalog_proteins_20190202.aa.fasta.gz
Russula brevipes BPL707,98861,Rusbre1,v1.0,,https://genome.jgi.doe.gov/portal/Rusbre1/download/Rusbre1_GeneCatalog_proteins_20161010.aa.fasta.gz
Russula compacta BPL669,40490,Ruscom1,v1.0,,https://genome.jgi.doe.gov/portal/Ruscom1/download/Ruscom1_GeneCatalog_proteins_20170112.aa.fasta.gz
Russula dissimulans BPL704,258981,Rusdis1,v1.0,,https://genome.jgi.doe.gov/portal/Rusdis1/download/Rusdis1_GeneCatalog_proteins_20160910.aa.fasta.gz
Russula earlei BPL698,71964,Rusear1,v1.0,,https://genome.jgi.doe.gov/portal/Rusear1/download/Rusear1_GeneCatalog_proteins_20190529.aa.fasta.gz
Russula emetica P?ilba,152958,Ruseme1,v1.0,,https://genome.jgi.doe.gov/portal/Ruseme1/download/Ruseme1_GeneCatalog_proteins_20190225.aa.fasta.gz
Russula ochroleuca P?ilba,152965,Rusoch1,v1.0,,https://genome.jgi.doe.gov/portal/Rusoch1/download/Rusoch1_GeneCatalog_proteins_20180325.aa.fasta.gz
Russula rugulosa BPL654,1935383,Rusrug1,v1.0,,https://genome.jgi.doe.gov/portal/Rusrug1/download/Rusrug1_GeneCatalog_proteins_20161111.aa.fasta.gz
Russula seminuda PSC4341-TAS1,2516854,Russem1,v1.0,,https://genome.jgi.doe.gov/portal/Russem1/download/Russem1_GeneCatalog_proteins_20181109.aa.fasta.gz
Russula vinacea BPL710,517384,Rusvin1,v1.0,,https://genome.jgi.doe.gov/portal/Rusvin1/download/Rusvin1_GeneCatalog_proteins_20170417.aa.fasta.gz
Rutstroemia firma CBS 115.86,1490168,Rutfi1,v1.0,,https://genome.jgi.doe.gov/portal/Rutfi1/download/Rutfi1_GeneCatalog_proteins_20150501.aa.fasta.gz
Saccharata proteae CBS 121410,131308,Sacpr1,v1.0,,https://genome.jgi.doe.gov/portal/Sacpr1/download/Sacpr1_GeneCatalog_proteins_20140222.aa.fasta.gz
Saccharomyces cerevisiae M3707 Dikaryon,1149757,SacceM3707_1,,PMID:23792743,https://genome.jgi.doe.gov/portal/SacceM3707_1/download/SacceM3707_1_GeneCatalog_proteins_20120712.aa.fasta.gz
Saccharomyces cerevisiae M3836,1162671,SacceM3836_1,v1.0,PMID:23792743,https://genome.jgi.doe.gov/portal/SacceM3836_1/download/SacceM3836_1_GeneCatalog_proteins_20120712.aa.fasta.gz
Saccharomyces cerevisiae M3837,1162672,SacceM3837_1,v1.0,PMID:23792743,https://genome.jgi.doe.gov/portal/SacceM3837_1/download/SacceM3837_1_GeneCatalog_proteins_20120713.aa.fasta.gz
Saccharomyces cerevisiae M3838,1162673,SacceM3838_1,v1.0,PMID:23792743,https://genome.jgi.doe.gov/portal/SacceM3838_1/download/SacceM3838_1_GeneCatalog_proteins_20120714.aa.fasta.gz
Saccharomyces cerevisiae M3839,1162674,SacceM3839_1,v1.0,PMID:23792743,https://genome.jgi.doe.gov/portal/SacceM3839_1/download/SacceM3839_1_GeneCatalog_proteins_20120714.aa.fasta.gz
Saccharomyces cerevisiae YB210,927258,SacceYB210_1,v1.0,,https://genome.jgi.doe.gov/portal/SacceYB210_1/download/SacceYB210_1_GeneCatalog_proteins_20130329.aa.fasta.gz
Saccharomycopsis capsularis NRRL Y-17639,36036,Sacca1,,PMID:29760453,https://genome.jgi.doe.gov/portal/Sacca1/download/Sacca1_GeneCatalog_proteins_20181012.aa.fasta.gz
Saksenaea vasiformis B4078,1274794,Sakvas1,,PMID:27447865,https://genome.jgi.doe.gov/portal/Sakvas1/download/Sakvas1_GeneCatalog_proteins_20160730.aa.fasta.gz
Sarcoscypha coccinea ATCC 58028,51139,Sarco1,v1.0,,https://genome.jgi.doe.gov/portal/Sarco1/download/Sarco1_GeneCatalog_proteins_20150213.aa.fasta.gz
Saturnispora dispora NRRL Y-1447,29835,Satdi1,,PMID:29760453,https://genome.jgi.doe.gov/portal/Satdi1/download/Satdi1_GeneCatalog_proteins_20181207.aa.fasta.gz
Scheffersomyces coipomoensis NRRL Y-17651T,1788519,Schcoi1,v1.0,,https://genome.jgi.doe.gov/portal/Schcoi1/download/Schcoi1_GeneCatalog_proteins_20180319.aa.fasta.gz
Scheffersomyces queiroziae UFMG-CLM-5.1,880181,Schque1,v1.0,,https://genome.jgi.doe.gov/portal/Schque1/download/Schque1_GeneCatalog_proteins_20180319.aa.fasta.gz
Scheffersomyces stipitis NRRL Y-11545,4924,Picst3,v2.0,PMID:17334359,https://genome.jgi.doe.gov/portal/Picst3/download/Pstipitisv2.FrozenGeneCatalog20080115.proteins.fasta.gz
Scheffersomyces stipitis NRRL Y-7124,913138,Schsti1,v1.0,,https://genome.jgi.doe.gov/portal/Schsti1/download/Schsti1_GeneCatalog_proteins_20180420.aa.fasta.gz
Schizophyllum commune 207.1,5334,Schco2071_1,v1.0,,https://genome.jgi.doe.gov/portal/Schco2071_1/download/Schco2071_1_GeneCatalog_proteins_20181109.aa.fasta.gz
Schizophyllum commune Loenen D,1314666,Schco_LoeD_1,v1.0,,https://genome.jgi.doe.gov/portal/Schco_LoeD_1/download/Schco_LoeD_1_GeneCatalog_proteins_20130531.aa.fasta.gz
Schizophyllum commune Tattone D,1314663,Schco_TatD_1,v1.0,,https://genome.jgi.doe.gov/portal/Schco_TatD_1/download/Schco_TatD_1_GeneCatalog_proteins_20130515.aa.fasta.gz
Schizothecium vesticola SMH3187-1,314040,Schves1,v1.0,,https://genome.jgi.doe.gov/portal/Schves1/download/Schves1_GeneCatalog_proteins_20170615.aa.fasta.gz
Sclerogaster hysterangioides SCL2.BST,1529657,Sclhys1_1,v1.0,,https://genome.jgi.doe.gov/portal/Sclhys1_1/download/Sclhys1_1_GeneCatalog_proteins_20160415.aa.fasta.gz
Sclerophora sanguinea CBS100924,1410009,Sclsan1,v1.0,,https://genome.jgi.doe.gov/portal/Sclsan1/download/Sclsan1_GeneCatalog_proteins_20170329.aa.fasta.gz
Sclerotinia sclerotiorum,5180,Sclsc1,v1.0,PMID:21876677,https://genome.jgi.doe.gov/portal/Sclsc1/download/Sclsc1_GeneCatalog_proteins_20110903.aa.fasta.gz
Scytinostroma sp. KUC9335,2024391,Scysp1_1,v1.0,,https://genome.jgi.doe.gov/portal/Scysp1_1/download/Scysp1_1_GeneCatalog_proteins_20160715.aa.fasta.gz
Sebacina vermifera MAFF 305830,933852,Sebve1,v1.0,PMID:25706625,https://genome.jgi.doe.gov/portal/Sebve1/download/Sebve1_GeneCatalog_proteins_20120626.aa.fasta.gz
Septobasidium sp. PNB30-8B,1884257,Sepsp1,v1.0,,https://genome.jgi.doe.gov/portal/Sepsp1/download/Sepsp1_GeneCatalog_proteins_20150424.aa.fasta.gz
Septoria musiva SO2202,692275,Sepmu1,v1.0,PMID:23236275,https://genome.jgi.doe.gov/portal/Sepmu1/download/Sepmu1_GeneCatalog_proteins_20100915.aa.fasta.gz
Septoria populicola,215467,Seppo1,v1.0,PMID:23236275,https://genome.jgi.doe.gov/portal/Seppo1/download/Seppo1_GeneCatalog_proteins_20110720.aa.fasta.gz
Serendipita sp. 407,1965286,Serend1,v1.0,,https://genome.jgi.doe.gov/portal/Serend1/download/Serend1_GeneCatalog_proteins_20171109.aa.fasta.gz
Serendipita vermifera ssp. bescii NFPB0129,109899,Sebvebe1,v1.0,,https://genome.jgi.doe.gov/portal/Sebvebe1/download/Sebvebe1_GeneCatalog_proteins_20150401.aa.fasta.gz
Serpula himantioides (S.lacrymans var shastensis) MUCL38935,690234,Serla_varsha1,v1.0,PMID:29305577,https://genome.jgi.doe.gov/portal/Serla_varsha1/download/Serla_varsha1_GeneCatalog_proteins_20110916.aa.fasta.gz
Setomelanomma holmii CBS 110217,210430,Setho1,v1.0,,https://genome.jgi.doe.gov/portal/Setho1/download/Setho1_GeneCatalog_proteins_20150424.aa.fasta.gz
Setosphaeria turcica Et28A,671987,Settu3,v2.0,PMID:23236275,https://genome.jgi.doe.gov/portal/Settu3/download/Settu3_GeneCatalog_proteins_20170818.aa.fasta.gz
Setosphaeria turcica NY001,93612,Settur3,v2.0,,https://genome.jgi.doe.gov/portal/Settur3/download/Settur3_GeneCatalog_proteins_20170816.aa.fasta.gz
Sirobasidium intermedium CBS7805,89935,Sirint1,v1.0,,https://genome.jgi.doe.gov/portal/Sirint1/download/Sirint1_GeneCatalog_proteins_20160411.aa.fasta.gz
Sistotrema raduloides OMC1660,283657,Sisrad1,v1.0,,https://genome.jgi.doe.gov/portal/Sisrad1/download/Sisrad1_GeneCatalog_proteins_20180920.aa.fasta.gz
Slooffia pilatii Y-17178,1801567,Slopil1,v1.0,,https://genome.jgi.doe.gov/portal/Slopil1/download/Slopil1_GeneCatalog_proteins_20180422.aa.fasta.gz
Smittium culicis ID-206-W2,133412,SmiculW2_1,,PMID:27343289,https://genome.jgi.doe.gov/portal/SmiculW2_1/download/SmiculW2_1_GeneCatalog_proteins_20170804.aa.fasta.gz
Smittium mucronatum ALG-7-W6,133383,Smimuc2,,PMID:27343289,https://genome.jgi.doe.gov/portal/Smimuc2/download/Smimuc2_GeneCatalog_proteins_20170808.aa.fasta.gz
Sodiomyces alkalinus,1302862,Sodal1,v1.0,PMID:30368956,https://genome.jgi.doe.gov/portal/Sodal1/download/Sodal1_GeneCatalog_proteins_20130716.aa.fasta.gz
Sordaria brevicollis FGSC1904,83679,Sorbr1,v1.0,,https://genome.jgi.doe.gov/portal/Sorbr1/download/Sorbr1_GeneCatalog_proteins_20171129.aa.fasta.gz
Sparassis latifolia CCMJ1100,1202976,Spalat1,v1.0,,https://genome.jgi.doe.gov/portal/Spalat1/download/Spalat1_GeneCatalog_proteins_20161107.aa.fasta.gz
Spathaspora arborariae UFMG-HMD-19.1,979894,Spaarb1,v1.0,,https://genome.jgi.doe.gov/portal/Spaarb1/download/Spaarb1_GeneCatalog_proteins_20180319.aa.fasta.gz
Spathularia flavida,33158,Spafl1,,,https://genome.jgi.doe.gov/portal/Spafl1/download/Spafl1_GeneCatalog_proteins_20130808.aa.fasta.gz
Sphaerobolus stellatus,68786,Sphst1,v1.0,PMID:25706625,https://genome.jgi.doe.gov/portal/Sphst1/download/Sphst1_GeneCatalog_proteins_20120430.aa.fasta.gz
Spinellus fusiger NRRL 22323,101115,Spifus1,v1.0,,https://genome.jgi.doe.gov/portal/Spifus1/download/Spifus1_GeneCatalog_proteins_20161021.aa.fasta.gz
Sporidiobolus pararoseus Phaff 68-350,5003,Spopa1,v1.0,,https://genome.jgi.doe.gov/portal/Spopa1/download/Spopa1_GeneCatalog_proteins_20160208.aa.fasta.gz
Sporobolomyces gracilis NRRL Y-5504,5435,Spogra1_1,v1.0,,https://genome.jgi.doe.gov/portal/Spogra1_1/download/Spogra1_1_GeneCatalog_proteins_20180925.aa.fasta.gz
Sporobolomyces linderae CBS 7893,1397324,Spoli1,v1.0,,https://genome.jgi.doe.gov/portal/Spoli1/download/Spoli1_GeneCatalog_proteins_20140310.aa.fasta.gz
Sporobolomyces roseus,40563,Sporo1,v1.0,,https://genome.jgi.doe.gov/portal/Sporo1/download/Sroseus.FilteredModels1.aa.fasta.gz
Sporodiniella umbellata MES 1446,101117,Spoumb1,v1.0,,https://genome.jgi.doe.gov/portal/Spoumb1/download/Spoumb1_GeneCatalog_proteins_20170626.aa.fasta.gz
Sporopachydermia lactativora Phaff 68-199,45794,Spola1,v1.0,,https://genome.jgi.doe.gov/portal/Spola1/download/Spola1_GeneCatalog_proteins_20160222.aa.fasta.gz
Sporormia fimetaria,718229,Spofi1,v1.0,,https://genome.jgi.doe.gov/portal/Spofi1/download/Spofi1_GeneCatalog_proteins_20130818.aa.fasta.gz
Stachybotrys elegans MPI-CAGE-CH-0235,80388,Stael1,v1.0,,https://genome.jgi.doe.gov/portal/Stael1/download/Stael1_GeneCatalog_proteins_20170424.aa.fasta.gz
Stagonospora nodorum SN15,321614,Stano2,v2.0,PMID:18024570,https://genome.jgi.doe.gov/portal/Stano2/download/Stano2_GeneCatalog_proteins_20110506.aa.fasta.gz
Stanjemonium grisellum CBS 655.79,73508,Stagr1,v1.0,,https://genome.jgi.doe.gov/portal/Stagr1/download/Stagr1_GeneCatalog_proteins_20141015.aa.fasta.gz
Stomiopeltis betulae CBS114420,706121,Stobe1,v1.0,,https://genome.jgi.doe.gov/portal/Stobe1/download/Stobe1_GeneCatalog_proteins_20180620.aa.fasta.gz
Sugiyamaella americana NRRL YB-2067,796026,Sugame1,v1.0,,https://genome.jgi.doe.gov/portal/Sugame1/download/Sugame1_GeneCatalog_proteins_20160411.aa.fasta.gz
Suillus americanus EM31,48561,Suiame1,v1.0,,https://genome.jgi.doe.gov/portal/Suiame1/download/Suiame1_GeneCatalog_proteins_20151214.aa.fasta.gz
Suillus ampliporus FC55,1912932,Suiamp1,v1.0,,https://genome.jgi.doe.gov/portal/Suiamp1/download/Suiamp1_GeneCatalog_proteins_20180421.aa.fasta.gz
Suillus bovinus UH-Sbo-P2,48563,Suibov1,v1.0,,https://genome.jgi.doe.gov/portal/Suibov1/download/Suibov1_GeneCatalog_proteins_20180813.aa.fasta.gz
Suillus brevipes Sb2,48565,Suibr2,v2.0,PMID:25728665,https://genome.jgi.doe.gov/portal/Suibr2/download/Suibr2_GeneCatalog_proteins_20150912.aa.fasta.gz
Suillus clintonianus FC179,1904413,Suicli1,v1.0,,https://genome.jgi.doe.gov/portal/Suicli1/download/Suicli1_GeneCatalog_proteins_20180420.aa.fasta.gz
Suillus cothurnatus VC 1858,48568,Suicot1,v1.0,,https://genome.jgi.doe.gov/portal/Suicot1/download/Suicot1_GeneCatalog_proteins_20171209.aa.fasta.gz
Suillus decipiens EM49,48569,Suidec1,v1.0,,https://genome.jgi.doe.gov/portal/Suidec1/download/Suidec1_GeneCatalog_proteins_20150904.aa.fasta.gz
Suillus fuscotomentosus FC203,1912939,Suifus1,v1.0,,https://genome.jgi.doe.gov/portal/Suifus1/download/Suifus1_GeneCatalog_proteins_20190304.aa.fasta.gz
Suillus granulatus EM37,48571,Suigr1,v1.0,,https://genome.jgi.doe.gov/portal/Suigr1/download/Suigr1_GeneCatalog_proteins_20150504.aa.fasta.gz
Suillus hirtellus EM16,279518,Suihi1,v1.0,,https://genome.jgi.doe.gov/portal/Suihi1/download/Suihi1_GeneCatalog_proteins_20150416.aa.fasta.gz
Suillus lakei FC43,48574,Suilak1,v1.0,,https://genome.jgi.doe.gov/portal/Suilak1/download/Suilak1_GeneCatalog_proteins_20180814.aa.fasta.gz
Suillus occidentalis FC124,756607,Suiocc1,v1.0,,https://genome.jgi.doe.gov/portal/Suiocc1/download/Suiocc1_GeneCatalog_proteins_20180813.aa.fasta.gz
Suillus paluster FC165,48578,Suipal1,v1.0,,https://genome.jgi.doe.gov/portal/Suipal1/download/Suipal1_GeneCatalog_proteins_20180813.aa.fasta.gz
Suillus pictus EM44,222705,Suipic1,v1.0,,https://genome.jgi.doe.gov/portal/Suipic1/download/Suipic1_GeneCatalog_proteins_20160216.aa.fasta.gz
Suillus placidus DOB743,48579,Suipla1,v1.0,,https://genome.jgi.doe.gov/portal/Suipla1/download/Suipla1_GeneCatalog_proteins_20181128.aa.fasta.gz
Suillus subalutaceus FC151,48586,Suisu1,v1.0,,https://genome.jgi.doe.gov/portal/Suisu1/download/Suisu1_GeneCatalog_proteins_20180325.aa.fasta.gz
Suillus subaureus MN1,48587,Suisub1,v1.0,,https://genome.jgi.doe.gov/portal/Suisub1/download/Suisub1_GeneCatalog_proteins_20170827.aa.fasta.gz
Suillus tomentosus FC115,48589,Suitom1,v1.0,,https://genome.jgi.doe.gov/portal/Suitom1/download/Suitom1_GeneCatalog_proteins_20170729.aa.fasta.gz
Suillus variegatus UH-Sva-Z1,48592,Suivar1,v1.0,,https://genome.jgi.doe.gov/portal/Suivar1/download/Suivar1_GeneCatalog_proteins_20180923.aa.fasta.gz
Symbiotaphrina kochii,40221,Symko1,v1.0,,https://genome.jgi.doe.gov/portal/Symko1/download/Symko1_GeneCatalog_proteins_20121126.aa.fasta.gz
Sympodiomyces attinorum NRRL Y-27639,254439,Symat1,v1.0,,https://genome.jgi.doe.gov/portal/Symat1/download/Symat1_GeneCatalog_proteins_20150304.aa.fasta.gz
Syncephalis fuscata S228,1851187,Synfus1,v1.0,,https://genome.jgi.doe.gov/portal/Synfus1/download/Synfus1_GeneCatalog_proteins_20170105.aa.fasta.gz
Syncephalis plumigaleata NRRL S24,1851185,Synplu1,v1.0,,https://genome.jgi.doe.gov/portal/Synplu1/download/Synplu1_GeneCatalog_proteins_20160902.aa.fasta.gz
Syncephalis pseudoplumigaleata Benny S71-1 single-cell,1712513,Synps1,v1.0,PMID:30297742,https://genome.jgi.doe.gov/portal/Synps1/download/Synps1_GeneCatalog_proteins_20160128.aa.fasta.gz
Talaromyces aculeatus ATCC 10409,36649,Penac1,v1.0,,https://genome.jgi.doe.gov/portal/Penac1/download/Penac1_GeneCatalog_proteins_20140123.aa.fasta.gz
Talaromyces borbonicus CBS 141340 ,2077152,Talabor1,,PMID:29843575,https://genome.jgi.doe.gov/portal/Talabor1/download/Talabor1_GeneCatalog_proteins_20170517.aa.fasta.gz
Talaromyces proteolyticus PMI_201,1131652,Talpro1,v1.0,,https://genome.jgi.doe.gov/portal/Talpro1/download/Talpro1_GeneCatalog_proteins_20161118.aa.fasta.gz
Taphrina deformans,5011,Tapde1_1,,PMID:23631913,https://genome.jgi.doe.gov/portal/Tapde1_1/download/Tapde1_1_GeneCatalog_proteins_20130601.aa.fasta.gz
Taphrina populi-salicis CBS419.54,203085,Tappo1,v1.0,,https://genome.jgi.doe.gov/portal/Tappo1/download/Tappo1_GeneCatalog_proteins_20181029.aa.fasta.gz
Teichospora sp. FL1471,2107984,Currey1,v1.0,,https://genome.jgi.doe.gov/portal/Currey1/download/Currey1_GeneCatalog_proteins_20180707.aa.fasta.gz
Teratosphaeria nubilosa CBS 116005,161662,Ternu1,v1.0,,https://genome.jgi.doe.gov/portal/Ternu1/download/Ternu1_GeneCatalog_proteins_20140925.aa.fasta.gz
Teratosphaeriaceae  sp. NC1134,668547,TerNC1134_1,v1.0,,https://genome.jgi.doe.gov/portal/TerNC1134_1/download/TerNC1134_1_GeneCatalog_proteins_20190222.aa.fasta.gz
Terfezia boudieri ATCC MYA-4762,1051890,Terbo2,v1.1,PMID:30420746,https://genome.jgi.doe.gov/portal/Terbo2/download/Terbo2_GeneCatalog_proteins_20141124.aa.fasta.gz
Terfezia claveryi T7,10760,Tercla1,v1.0,,https://genome.jgi.doe.gov/portal/Tercla1/download/Tercla1_GeneCatalog_proteins_20170113.aa.fasta.gz
Thamnidium elegans,101142,Thaele1,v1.0,,https://genome.jgi.doe.gov/portal/Thaele1/download/Thaele1_GeneCatalog_proteins_20160208.aa.fasta.gz
Thamnocephalis sphaerospora RSA 1356 single-cell,78915,Thasp1,v1.0,PMID:30297742,https://genome.jgi.doe.gov/portal/Thasp1/download/Thasp1_GeneCatalog_proteins_20160203.aa.fasta.gz
Thanatephorus cucumeris MPI-SDFR-AT-0096,107832,Thacu1,v1.0,,https://genome.jgi.doe.gov/portal/Thacu1/download/Thacu1_GeneCatalog_proteins_20170424.aa.fasta.gz
Thelebolus microsporus ATCC 90970,319061,Themi1,v1.0,,https://genome.jgi.doe.gov/portal/Themi1/download/Themi1_GeneCatalog_proteins_20141205.aa.fasta.gz
Thelebolus stercoreus,46453,Thest1,,,https://genome.jgi.doe.gov/portal/Thest1/download/Thest1_GeneCatalog_proteins_20130808.aa.fasta.gz
Thelephora ganbajun P2,370292,Thega1,v1.0,,https://genome.jgi.doe.gov/portal/Thega1/download/Thega1_GeneCatalog_proteins_20150318.aa.fasta.gz
Thelephora terrestris UH-Tt-Lm1 ,56493,Theter1,v1.0,,https://genome.jgi.doe.gov/portal/Theter1/download/Theter1_GeneCatalog_proteins_20181017.aa.fasta.gz
Thermoascus aurantiacus ATCC26904,5087,Theau2,v2.0,,https://genome.jgi.doe.gov/portal/Theau2/download/Theau2_GeneCatalog_proteins_20190613.aa.fasta.gz
Thermomyces lanuginosus SSBP,1158138,Thelan1,,PMID:23788551,https://genome.jgi.doe.gov/portal/Thelan1/download/Thelan1_GeneCatalog_proteins_20160730.aa.fasta.gz
Thielavia antarctica CBS 123565,1450530,Thian1,v1.0,,https://genome.jgi.doe.gov/portal/Thian1/download/Thian1_GeneCatalog_proteins_20140328.aa.fasta.gz
Thielavia appendiculata CBS 731.68,1384585,Thiap1,v1.0,,https://genome.jgi.doe.gov/portal/Thiap1/download/Thiap1_GeneCatalog_proteins_20140116.aa.fasta.gz
Thielavia arenaria CBS 508.74,1384583,Thiar1,v1.0,,https://genome.jgi.doe.gov/portal/Thiar1/download/Thiar1_GeneCatalog_proteins_20131210.aa.fasta.gz
Thielavia hyrcaniae CBS 757.83,1384584,Thihy1,v1.0,,https://genome.jgi.doe.gov/portal/Thihy1/download/Thihy1_GeneCatalog_proteins_20140109.aa.fasta.gz
Thielavia terrestris,35720,Thite2,v2.0,PMID:21964414,https://genome.jgi.doe.gov/portal/Thite2/download/Thite2_GeneCatalog_proteins_20101221.aa.fasta.gz
Thozetella sp. PMI_491,1506992,ThoPMI491_1,v2.0,,https://genome.jgi.doe.gov/portal/ThoPMI491_1/download/ThoPMI491_1_GeneCatalog_proteins_20140726.aa.fasta.gz
Tilletiaria anomala UBC 951,1037660,Tilan2,v1.0,PMID:24926052,https://genome.jgi.doe.gov/portal/Tilan2/download/Tilan2_GeneCatalog_proteins_20140224.aa.fasta.gz
Tilletiopsis albescens,58915,Tilalb1,v1.0,,https://genome.jgi.doe.gov/portal/Tilalb1/download/Tilalb1_GeneCatalog_proteins_20160202.aa.fasta.gz
Tilletiopsis sp. TKC30,1954214,Tillet1,v1.0,,https://genome.jgi.doe.gov/portal/Tillet1/download/Tillet1_GeneCatalog_proteins_20170626.aa.fasta.gz
Tirmania nivea G3,380880,Tirniv1,v1.0,,https://genome.jgi.doe.gov/portal/Tirniv1/download/Tirniv1_GeneCatalog_proteins_20181106.aa.fasta.gz
Tolypocladium inflatum NRRL 8044,29910,Tolinf1,,PMID:23818858,https://genome.jgi.doe.gov/portal/Tolinf1/download/Tolinf1_GeneCatalog_proteins_20160803.aa.fasta.gz
Torpedospora radiata JK5252C,311114,Torra1,v1.0,,https://genome.jgi.doe.gov/portal/Torra1/download/Torra1_GeneCatalog_proteins_20150428.aa.fasta.gz
Tortispora caseinolytica Y-17796,51930,Canca1,v1.0,PMID:27535936,https://genome.jgi.doe.gov/portal/Canca1/download/Canca1_GeneCatalog_proteins_20110525.aa.fasta.gz
Tothia fuscella CBS 130266,1048955,Totfu1,v1.0,,https://genome.jgi.doe.gov/portal/Totfu1/download/Totfu1_GeneCatalog_proteins_20140831.aa.fasta.gz
Trametes betulina CIRM-BRFM 1801,5632,Trabet1,v1.0,,https://genome.jgi.doe.gov/portal/Trabet1/download/Trabet1_GeneCatalog_proteins_20170925.aa.fasta.gz
Trametes cingulata BRFM 1805,575983,Traci1,v1.0,,https://genome.jgi.doe.gov/portal/Traci1/download/Traci1_GeneCatalog_proteins_20150209.aa.fasta.gz
Trametes gibbosa CIRM-BRFM 1770,160864,Tragib1,v1.0,,https://genome.jgi.doe.gov/portal/Tragib1/download/Tragib1_GeneCatalog_proteins_20161031.aa.fasta.gz
Trametes ljubarskyi CIRM1659,1140396,Tralj1,v1.0,,https://genome.jgi.doe.gov/portal/Tralj1/download/Tralj1_GeneCatalog_proteins_20140625.aa.fasta.gz
Trametes maxima CIRM-BRFM 1813,259368,Tramax1,v1.0,,https://genome.jgi.doe.gov/portal/Tramax1/download/Tramax1_GeneCatalog_proteins_20170721.aa.fasta.gz
Trametes meyenii CIRM-BRFM 1810,526243,Tramey1,v1.0,,https://genome.jgi.doe.gov/portal/Tramey1/download/Tramey1_GeneCatalog_proteins_20170620.aa.fasta.gz
Trametes polyzona CIRM-BRFM 1798,239206,Trapol1,v1.0,,https://genome.jgi.doe.gov/portal/Trapol1/download/Trapol1_GeneCatalog_proteins_20170925.aa.fasta.gz
Trametes versicolor,5325,Trave1,v1.0,PMID:22745431,https://genome.jgi.doe.gov/portal/Trave1/download/Trave1_GeneCatalog_proteins_20101111.aa.fasta.gz
Trametopsis cervina CIRM-BRFM 1824,1111950,Trace1,v1.0,,https://genome.jgi.doe.gov/portal/Trace1/download/Trace1_GeneCatalog_proteins_20150503.aa.fasta.gz
Trematosphaeria pertusa CBS 122368,1447946,Trepe1,v1.0,,https://genome.jgi.doe.gov/portal/Trepe1/download/Trepe1_GeneCatalog_proteins_20140415.aa.fasta.gz
Tremella mesenterica Fries,5217,Treme1,v1.0,PMID:22745431,https://genome.jgi.doe.gov/portal/Treme1/download/Treme1_best_proteins.fasta.gz
Trichaptum abietinum,40452,Triab1_1,v1.0,,https://genome.jgi.doe.gov/portal/Triab1_1/download/Triab1_1_GeneCatalog_proteins_20130513.aa.fasta.gz
Tricharina aff. praecox DOB1048,43430,Pezsub1,v1.0,,https://genome.jgi.doe.gov/portal/Pezsub1/download/Pezsub1_GeneCatalog_proteins_20181004.aa.fasta.gz
Tricharina praecox DOB2270,43433,Tripra1,v1.0,,https://genome.jgi.doe.gov/portal/Tripra1/download/Tripra1_GeneCatalog_proteins_20180307.aa.fasta.gz
Trichodelitschia bisporula CBS 262.69,703511,Tribi1,v1.0,,https://genome.jgi.doe.gov/portal/Tribi1/download/Tribi1_GeneCatalog_proteins_20141117.aa.fasta.gz
Trichoderma arundinaceum IBT 40837,490622,Triaru1,,PMID:29649280,https://genome.jgi.doe.gov/portal/Triaru1/download/Triaru1_GeneCatalog_proteins_20181221.aa.fasta.gz
Trichoderma asperellum TR356,101201,Triasp1,v1.0,PMID:31189469,https://genome.jgi.doe.gov/portal/Triasp1/download/Triasp1_GeneCatalog_proteins_20150522.aa.fasta.gz
Trichoderma atrobrunneum ITEM 908,1491457,Triatrob1,,PMID:30200883,https://genome.jgi.doe.gov/portal/Triatrob1/download/Triatrob1_GeneCatalog_proteins_20181004.aa.fasta.gz
Trichoderma atroviride,63577,Triat2,v2.0,PMID:21501500,https://genome.jgi.doe.gov/portal/Triat2/download/Tatroviridev2_FrozenGeneCatalog_20100319.proteins.fasta.gz
Trichoderma brevicompactum IBT40841,247546,Tribre1,,PMID:29649280,https://genome.jgi.doe.gov/portal/Tribre1/download/Tribre1_GeneCatalog_proteins_20190327.aa.fasta.gz
Trichoderma hamatum GD12,1247866,Triham1,,PMID:23908658,https://genome.jgi.doe.gov/portal/Triham1/download/Triham1_GeneCatalog_proteins_20181220.aa.fasta.gz
Trichoderma harzianum TR274,5544,Trihar1,v1.0,PMID:31189469,https://genome.jgi.doe.gov/portal/Trihar1/download/Trihar1_GeneCatalog_proteins_20141017.aa.fasta.gz
Trichoderma longibrachiatum MK1,5548,Trilon1,v1.0,,https://genome.jgi.doe.gov/portal/Trilon1/download/Trilon1_GeneCatalog_proteins_20181001.aa.fasta.gz
Trichoderma pleuroti TPhu1,500994,Triple1,,PMID:28261948,https://genome.jgi.doe.gov/portal/Triple1/download/Triple1_GeneCatalog_proteins_20181221.aa.fasta.gz
Trichoderma reesei,51453,Trire2,v2.0,PMID:18454138,https://genome.jgi.doe.gov/portal/Trire2/download/TreeseiV2_FilteredModelsv2.0.proteins.fasta.gz
